UI,groupID,relationshipCode,memberID,primaryID,prefixName,firstName,middleInitial,lastName,suffixName,gender,dob,address1,address2,address3,city,state,zip,countryCode,homePhone,cellPhone,workPhone,language,email,effectiveDate,termDate,healthPlanID,healthPlanName,reportingCategory1,reportingCategory2,providerNPI,providerName,providerAddress1,providerAddress2,providerAddress3,providerCity,providerState,providerZip,providerCountryCode,providerPhone,providerFax,responsiblePartyFirstName,responsiblePartyLastName,responsiblePartyPhone
UI,OZGAF660936WDTIP,4,752-97-7474,228-09-5551,,Nancy,,Nash,,F,2016-02-09,2673 Sweeney Turnpike Suite 910,,,Lisaview,TN,37869.0,,2855949507,+1-541-537-5641x1158,903-175-0901x784,E,timothysmith@gmail.com,2017-10-14,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,6,204165731,228-09-5551,,Brian,Y,Cruz,,U,2017-05-20,2673 Sweeney Turnpike Suite 910,,,Lisaview,TN,37869.0,,2855949507,084-152-7342x696,903-175-0901x784,S,jesse56@yahoo.com,2017-10-14,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,635588179,635588179,,Marcus,,Palmer,II,M,1954-11-02,985 Kendra Springs Suite 686,,,New Matthewberg,WI,54418.0,,001-228-788-2795x6509,9031157451,242-921-5352x683,,hyoung@harris.net,2018-06-16,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,2,232369019,635588179,Mrs.,Sharon,X,Palmer,,F,1942-11-30,985 Kendra Springs Suite 686,,,New Matthewberg,WI,54418.0,,001-228-788-2795x6509,+1-486-372-2192x18974,242-921-5352x683,S,lindseycarolyn@anderson-reyes.com,2018-06-16,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,633-11-9953,633-11-9953,Mr.,Lawrence,I,Long,,M,1971-07-02,39580 Bianca Point,,,Andersonborough,CO,81420.0,USA,(811)056-5514x8676,871-717-4342,121-057-6335,S,rebekah02@hotmail.com,2009-06-20,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,1,543-33-4251,633-11-9953,,Dan,G,Long,,M,1980-08-27,39580 Bianca Point,,,Andersonborough,CO,81420.0,USA,(811)056-5514x8676,+1-025-408-8542x8918,121-057-6335,E,ooneill@curtis.com,2009-06-20,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,4,044277619,633-11-9953,,Brittany,D,Long,,F,2020-05-18,39580 Bianca Point,,,Andersonborough,CO,81420.0,USA,(811)056-5514x8676,(928)654-2018x36573,121-057-6335,E,colleenadams@yahoo.com,2009-06-20,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,4,183479416,633-11-9953,,Kendra,Y,Smith,,F,2012-10-29,39580 Bianca Point,,,Andersonborough,CO,81420.0,USA,(811)056-5514x8676,(132)525-2184,121-057-6335,E,wkaiser@king.com,2009-06-20,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,619677546,619677546,Dr.,Mark,,Blankenship,,M,1985-01-06,760 Mary Key,,,West Hannahville,WV,24835.0,,001-107-660-2522x758,(617)531-6774,(812)932-3185x0458,E,emilyhinton@thomas.com,2009-04-26,2029-07-16,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,2,433720285,619677546,,Kylie,M,Blankenship,DDS,F,1949-12-02,760 Mary Key,,,West Hannahville,WV,24835.0,,001-107-660-2522x758,410.911.0779x18624,(812)932-3185x0458,,kellerjonathan@craig-hopkins.com,2009-04-26,2029-07-16,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,874-84-2828,874-84-2828,Mr.,Adam,X,Hobbs,MD,M,1941-06-05,078 Watkins Courts,,,Eileenton,NJ,7703.0,USA,001-125-029-2901x4276,1710418254,001-955-867-3320x869,,knoxmark@yahoo.com,2010-03-21,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,2,312-86-1405,874-84-2828,Mrs.,Angela,,Hobbs,,F,1958-07-30,078 Watkins Courts,,,Eileenton,NJ,7703.0,USA,001-125-029-2901x4276,220.294.8090x1634,001-955-867-3320x869,S,wcisneros@hotmail.com,2010-03-21,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,3,293-41-2643,874-84-2828,,Joel,Q,Hobbs,,M,2011-01-18,078 Watkins Courts,,,Eileenton,NJ,7703.0,USA,001-125-029-2901x4276,635-672-9810,001-955-867-3320x869,S,alexanderjohn@austin.com,2010-03-21,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,4,688-45-2955,874-84-2828,,Denise,X,Hobbs,,F,2014-10-12,078 Watkins Courts,,,Eileenton,NJ,7703.0,USA,001-125-029-2901x4276,(721)524-8595,001-955-867-3320x869,S,gabrielgriffin@tanner-blair.com,2010-03-21,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,034-10-6295,034-10-6295,,Mario,,Gray,,M,1952-04-20,8861 Brandon Mountain,,,Lake Arianaton,GA,31825.0,USA,498-676-4219,+1-436-023-4141x04349,1903712497,,mallorywilson@gmail.com,2010-03-30,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,1,877-07-6079,034-10-6295,Mr.,William,,Gray,DDS,M,2000-03-16,8861 Brandon Mountain,,,Lake Arianaton,GA,31825.0,USA,498-676-4219,001-879-406-3313x01378,1903712497,E,vperkins@yahoo.com,2010-03-30,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,3,774731083,034-10-6295,,Richard,T,Pena,,M,2015-03-20,8861 Brandon Mountain,,,Lake Arianaton,GA,31825.0,USA,498-676-4219,729-074-8990x6011,1903712497,,smithsarah@williamson.biz,2010-03-30,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,330-02-0879,330-02-0879,,Sandra,,Burke,,F,1993-01-21,0254 Kevin Estates Suite 028,,,Cantustad,IN,47646.0,,225.510.0214x4638,(040)812-4539,482-328-6319x3285,,chanrose@yahoo.com,2010-08-01,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,1,343393281,330-02-0879,Dr.,Corey,I,Burke,,M,1924-11-07,0254 Kevin Estates Suite 028,,,Cantustad,IN,47646.0,,225.510.0214x4638,191-492-9053,482-328-6319x3285,E,zjohnson@gmail.com,2010-08-01,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,3,073-41-2592,330-02-0879,,Christopher,,Burke,,M,2010-03-18,0254 Kevin Estates Suite 028,,,Cantustad,IN,47646.0,,225.510.0214x4638,(017)118-5776,482-328-6319x3285,E,latkinson@gmail.com,2010-08-01,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,059457490,059457490,Mx.,Mark,E,Davis,,U,1913-09-05,913 Glass Dale Suite 926,,,North Carlstad,OK,73159.0,,(506)204-4028x3927,233.328.9150x679,277.021.6189x72125,,bwood@yahoo.com,2004-02-22,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,2,051-11-5806,059457490,Dr.,Leslie,Y,Davis,,F,1989-06-02,913 Glass Dale Suite 926,,,North Carlstad,OK,73159.0,,(506)204-4028x3927,144-658-5667x200,277.021.6189x72125,S,rosesean@baker.com,2004-02-22,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,698-51-4838,698-51-4838,,Tonya,S,Hill,,F,1909-03-04,016 Stephanie Forks,,,Larsontown,ID,83411.0,,253-360-6577,4881925504,3452717429,S,garciamelissa@bailey.com,2010-07-12,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,1,531-21-4128,698-51-4838,,Connor,E,Odom,,M,2000-12-05,016 Stephanie Forks,,,Larsontown,ID,83411.0,,253-360-6577,790-609-8526,3452717429,,dnguyen@hernandez-allen.com,2010-07-12,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,470-23-9808,470-23-9808,Mx.,Megan,W,Gilbert,,U,1947-09-08,4138 Fisher Extensions,,,East Timothyfurt,WV,26012.0,,(141)376-6977,670.222.1801x89373,536.200.3606x055,S,rittermichael@white.biz,2012-12-02,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,1,213-70-7998,470-23-9808,,Michael,Q,Gilbert,Jr.,M,1991-07-31,4138 Fisher Extensions,,,East Timothyfurt,WV,26012.0,,(141)376-6977,9620515441,536.200.3606x055,S,kcarroll@rogers.com,2012-12-02,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,013774409,013774409,Mrs.,Danielle,V,Griffith,MD,F,1948-09-08,2931 Tonya Points Apt. 713,,,Duncanville,DC,20001.0,,001-427-929-5033x8179,863.746.2175,(755)655-3953x1997,S,morrisbarbara@savage.com,2019-07-12,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,2,621-35-5195,013774409,Mrs.,Anna,D,Griffith,MD,F,1989-11-20,2931 Tonya Points Apt. 713,,,Duncanville,DC,20001.0,,001-427-929-5033x8179,+1-648-194-4830,(755)655-3953x1997,S,clarktabitha@hotmail.com,2019-07-12,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,303207811,303207811,Mx.,Gerald,U,Webster,,U,1952-11-25,8733 Morgan Road Suite 377,,,East Daniel,NH,3235.0,,439-673-9082x2266,991-284-1409x509,481-492-0007x66940,,william38@wright-malone.net,2001-11-27,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,1,649-82-9921,303207811,Mr.,Jared,K,Webster,,M,1957-10-05,8733 Morgan Road Suite 377,,,East Daniel,NH,3235.0,,439-673-9082x2266,001-840-157-1678,481-492-0007x66940,S,jeffrey02@hotmail.com,2001-11-27,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,419-49-9756,419-49-9756,Dr.,Anne,,Moore,,F,1947-10-24,673 Smith Ports Apt. 409,,,Huffmanshire,TN,37357.0,,+1-692-515-7431,738.730.0913,+1-843-047-0921x0453,E,jtaylor@yahoo.com,2013-11-06,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,2,468-37-5585,419-49-9756,Ms.,Elizabeth,P,Moore,,F,1928-10-19,673 Smith Ports Apt. 409,,,Huffmanshire,TN,37357.0,,+1-692-515-7431,+1-461-915-7265x39314,+1-843-047-0921x0453,S,stevengriffin@webb-lewis.org,2013-11-06,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,4,378-26-2307,419-49-9756,,Kelly,O,Lawson,,F,2007-11-12,673 Smith Ports Apt. 409,,,Huffmanshire,TN,37357.0,,+1-692-515-7431,001-966-334-5998x247,+1-843-047-0921x0453,E,browncarl@yahoo.com,2013-11-06,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,3,054-05-2803,419-49-9756,,Mark,,Moore,,M,2019-08-20,673 Smith Ports Apt. 409,,,Huffmanshire,TN,37357.0,,+1-692-515-7431,(761)405-3410x72190,+1-843-047-0921x0453,S,joshua67@bowman.com,2013-11-06,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,3,663586534,419-49-9756,,Russell,V,Moore,,M,2008-10-28,673 Smith Ports Apt. 409,,,Huffmanshire,TN,37357.0,,+1-692-515-7431,001-934-466-0339x1833,+1-843-047-0921x0453,E,destiny14@collins-pratt.com,2013-11-06,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,642249942,642249942,Misc.,Miranda,,Hunter,,U,1965-07-13,1589 Patricia Union,,,North Robertborough,VA,23183.0,,(037)456-3355x028,233.298.8936x87494,(828)358-8815x20927,S,lhill@gmail.com,2009-06-24,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,1,750737841,642249942,,Anthony,T,Hunter,,M,1973-09-28,1589 Patricia Union,,,North Robertborough,VA,23183.0,,(037)456-3355x028,+1-616-973-4843x798,(828)358-8815x20927,E,beanalison@hotmail.com,2009-06-24,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,004089978,004089978,Mr.,Jared,Q,West,,M,1962-07-14,5437 Thomas Plaza Suite 411,,,Davidshire,SD,57751.0,,001-308-334-1536,348.848.5757x765,(739)492-3982,,george83@forbes.com,2007-06-05,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,2,602-13-3886,004089978,,Brianna,P,West,,F,1993-08-18,5437 Thomas Plaza Suite 411,,,Davidshire,SD,57751.0,,001-308-334-1536,+1-513-900-7501x84784,(739)492-3982,E,andersonbryan@martinez-schwartz.info,2007-06-05,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,125-32-8817,125-32-8817,Mr.,Jamie,,Silva,Jr.,M,1924-03-11,747 Warren Overpass,,,Port Brianaville,WI,54463.0,,001-009-324-9991,696.597.2529x333,+1-841-727-6279x2322,E,lsullivan@yahoo.com,2009-11-13,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,1,237220691,125-32-8817,Dr.,Jason,R,Gregory,,M,2003-08-27,747 Warren Overpass,,,Port Brianaville,WI,54463.0,,001-009-324-9991,181-747-0175,+1-841-727-6279x2322,,byrdvictor@ramirez-burnett.com,2009-11-13,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,533143820,533143820,,Kristen,V,Orr,,F,1949-11-18,817 Holmes Flat,,,Alishatown,KS,67538.0,USA,802.916.2428x2093,001-434-620-4135,+1-876-008-8548x866,,eshaw@hotmail.com,2000-12-31,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,1,055215855,533143820,Mr.,Wesley,Q,Orr,,M,1914-03-22,817 Holmes Flat,,,Alishatown,KS,67538.0,USA,802.916.2428x2093,6506568212,+1-876-008-8548x866,,thomas79@yahoo.com,2000-12-31,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,245229821,245229821,,Richard,T,Oconnell,,M,1989-10-08,2709 Wright Run Suite 734,,,Danielsfurt,AR,72779.0,,+1-835-039-7574x682,045.507.3231x6197,8909635411,,sharon84@moreno.com,2017-09-23,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,1,472-09-1278,245229821,Mr.,Gregory,W,Oconnell,,M,1943-09-17,2709 Wright Run Suite 734,,,Danielsfurt,AR,72779.0,,+1-835-039-7574x682,866.840.7095x982,8909635411,E,brucethomas@collins.com,2017-09-23,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,156-38-9465,156-38-9465,Mr.,Patrick,,Skinner,,M,1954-07-28,8466 Salazar Spurs,,,Acostamouth,CO,81632.0,,+1-984-248-8731x049,582-088-7563x447,001-805-818-9357x09183,S,ronaldthomas@clarke.com,2013-03-04,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,1,369395212,156-38-9465,Mr.,William,H,Skinner,,M,1920-12-10,8466 Salazar Spurs,,,Acostamouth,CO,81632.0,,+1-984-248-8731x049,(441)539-5000,001-805-818-9357x09183,,helen05@williams-scott.com,2013-03-04,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,803641441,803641441,,Steven,,Shaffer,,M,1939-09-16,7248 Green Mountain,,,Port Rogerberg,AZ,86389.0,,001-380-983-0071x7843,269.288.0031x454,(496)939-5752x098,,nhoward@quinn-ramos.com,2020-02-22,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,2,300514411,803641441,Dr.,Jennifer,,Johnson,,F,1925-11-22,7248 Green Mountain,,,Port Rogerberg,AZ,86389.0,,001-380-983-0071x7843,(132)350-0125x8278,(496)939-5752x098,,kathryn57@hotmail.com,2020-02-22,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,165113067,165113067,Dr.,Christopher,,Weiss,MD,M,1988-02-11,57338 Powell Pass,,,South Kimberly,ID,83733.0,USA,(445)592-7728,292-557-7564x597,897.350.3682x807,,uwillis@yahoo.com,2002-08-04,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,1,725-78-5470,165113067,,Kyle,T,Weiss,,M,1939-05-23,57338 Powell Pass,,,South Kimberly,ID,83733.0,USA,(445)592-7728,537-364-7461x0266,897.350.3682x807,S,joneslawrence@vasquez-jackson.info,2002-08-04,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,3,267-65-9401,165113067,,Maurice,,Weiss,,M,2020-10-08,57338 Powell Pass,,,South Kimberly,ID,83733.0,USA,(445)592-7728,5025362357,897.350.3682x807,E,michaelcurtis@hotmail.com,2002-08-04,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,439905243,439905243,Mx.,Phillip,,Miles,,U,1925-08-13,3826 Arthur Mews,,,Nicholsonton,AR,72433.0,,405.694.3099x3551,001-244-203-7431,(120)589-3314x005,S,dbaldwin@yahoo.com,2003-08-23,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,2,227708279,439905243,Mrs.,Karen,D,Watson,,F,1930-10-10,3826 Arthur Mews,,,Nicholsonton,AR,72433.0,,405.694.3099x3551,001-576-659-4863x449,(120)589-3314x005,S,evaughan@martin.info,2003-08-23,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,4,354-22-2483,439905243,,Judy,,Pope,,F,2009-04-01,3826 Arthur Mews,,,Nicholsonton,AR,72433.0,,405.694.3099x3551,+1-707-498-9695x632,(120)589-3314x005,S,mgarcia@yahoo.com,2003-08-23,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,3,260-14-1158,439905243,,Mark,U,Miles,,M,2006-08-06,3826 Arthur Mews,,,Nicholsonton,AR,72433.0,,405.694.3099x3551,706.086.5043x453,(120)589-3314x005,E,david29@yahoo.com,2003-08-23,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,800079550,800079550,Mr.,Russell,V,Bradford,,M,1984-08-06,72836 Johnson Trafficway,,,Mcdanielhaven,MS,39461.0,,8511624452,+1-353-361-1684x6645,001-519-570-5560,S,angela13@glenn.com,2012-06-19,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,2,274-15-5703,800079550,,Janet,A,Bradford,MD,F,1950-06-10,72836 Johnson Trafficway,,,Mcdanielhaven,MS,39461.0,,8511624452,001-018-059-8860x4391,001-519-570-5560,S,henry70@bowman.info,2012-06-19,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,3,306536219,800079550,,Steven,,Bradford,,M,2009-11-04,72836 Johnson Trafficway,,,Mcdanielhaven,MS,39461.0,,8511624452,564-760-3829x78652,001-519-570-5560,,lori21@hotmail.com,2012-06-19,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,3,258172807,800079550,,Jonathan,O,Singh,,M,2019-07-16,72836 Johnson Trafficway,,,Mcdanielhaven,MS,39461.0,,8511624452,(795)889-5374,001-519-570-5560,S,nsolis@yahoo.com,2012-06-19,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,4,501149726,800079550,,Debra,Q,Bradford,,F,2009-03-10,72836 Johnson Trafficway,,,Mcdanielhaven,MS,39461.0,,8511624452,001-018-953-1042x304,001-519-570-5560,,thomaspeterson@hotmail.com,2012-06-19,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,3,609511968,800079550,,Andre,H,Stanton,,M,2015-08-15,72836 Johnson Trafficway,,,Mcdanielhaven,MS,39461.0,,8511624452,+1-683-930-5414,001-519-570-5560,,rachel38@gmail.com,2012-06-19,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,517-63-5100,517-63-5100,Dr.,Nicholas,H,Dudley,,M,1963-10-01,196 Stone Vista,,,Michaelbury,NY,10939.0,USA,(745)283-7948x960,0295255903,+1-896-157-9521x172,E,samantha68@gmail.com,2012-05-03,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,2,464734885,517-63-5100,Miss,Amy,,Khan,,F,1991-05-15,196 Stone Vista,,,Michaelbury,NY,10939.0,USA,(745)283-7948x960,661.248.8289x0506,+1-896-157-9521x172,S,earlsoto@hotmail.com,2012-05-03,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,3,223778899,517-63-5100,,Warren,S,Fleming,,M,2015-08-14,196 Stone Vista,,,Michaelbury,NY,10939.0,USA,(745)283-7948x960,001-712-573-8974x9548,+1-896-157-9521x172,,paige70@moore.com,2012-05-03,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,4,464-67-1508,517-63-5100,,Melissa,O,Dudley,,F,2012-05-28,196 Stone Vista,,,Michaelbury,NY,10939.0,USA,(745)283-7948x960,4090111904,+1-896-157-9521x172,E,rsmith@jones-goodwin.com,2012-05-03,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,3,233576275,517-63-5100,,Juan,,Dudley,,M,2011-12-16,196 Stone Vista,,,Michaelbury,NY,10939.0,USA,(745)283-7948x960,(780)364-0982,+1-896-157-9521x172,S,ydelgado@hotmail.com,2012-05-03,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,3,351845297,517-63-5100,,Jesse,,Dudley,,M,2017-01-06,196 Stone Vista,,,Michaelbury,NY,10939.0,USA,(745)283-7948x960,414.918.6228,+1-896-157-9521x172,E,jonathantodd@williamson-palmer.com,2012-05-03,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,3,137-30-7394,517-63-5100,,Robert,T,Dudley,,M,2006-05-10,196 Stone Vista,,,Michaelbury,NY,10939.0,USA,(745)283-7948x960,576-128-4090x78387,+1-896-157-9521x172,,sgross@torres-campos.com,2012-05-03,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,297-53-0145,297-53-0145,,Anthony,,Carson,,M,1978-07-24,664 Dean Land Suite 722,,,Lake Andrewmouth,HI,96871.0,,(469)138-4324,715.041.4994x48557,(905)228-1647x9042,,christina21@yahoo.com,2009-06-21,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,1,759-49-6955,297-53-0145,Mr.,Karl,V,Carson,,M,1917-01-15,664 Dean Land Suite 722,,,Lake Andrewmouth,HI,96871.0,,(469)138-4324,(474)285-1134x0706,(905)228-1647x9042,S,heather77@gmail.com,2009-06-21,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,135-56-3099,135-56-3099,Dr.,Ariana,Z,Johnson,,F,1998-02-07,53247 William Dam,,,Bergerbury,NM,87849.0,,460.957.8728,001-577-573-6711,347-506-5237,,susan79@mccarty.org,2018-05-17,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,2,423956009,135-56-3099,Mrs.,Heather,K,Johnson,,F,1964-09-18,53247 William Dam,,,Bergerbury,NM,87849.0,,460.957.8728,810.715.6207x132,347-506-5237,S,mary74@lambert-horn.com,2018-05-17,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,098-58-5356,098-58-5356,Mrs.,Krista,R,Smith,,F,2000-02-02,71511 John Mills Suite 219,,,South Scott,FL,33726.0,,+1-065-030-9001x548,+1-869-645-1407x6619,981.765.1874,S,millerrobert@barrett.com,2011-09-26,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,2,458-28-7146,098-58-5356,Ms.,Katherine,,Smith,,F,1944-05-20,71511 John Mills Suite 219,,,South Scott,FL,33726.0,,+1-065-030-9001x548,(822)631-0609x613,981.765.1874,S,ahernandez@hotmail.com,2011-09-26,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,4,425-27-6432,098-58-5356,,Katie,J,Smith,,F,2011-04-21,71511 John Mills Suite 219,,,South Scott,FL,33726.0,,+1-065-030-9001x548,9747689799,981.765.1874,E,ryanjoseph@norton.com,2011-09-26,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,3,274-61-4262,098-58-5356,,Jeremy,F,Smith,,M,2015-06-24,71511 John Mills Suite 219,,,South Scott,FL,33726.0,,+1-065-030-9001x548,707.773.3535x7769,981.765.1874,E,maria11@adams.net,2011-09-26,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,3,511-07-5868,098-58-5356,,James,A,Smith,,M,2018-12-04,71511 John Mills Suite 219,,,South Scott,FL,33726.0,,+1-065-030-9001x548,428.636.2402x073,981.765.1874,,evelyn30@gmail.com,2011-09-26,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,734702989,734702989,Dr.,Kevin,Y,Cruz,,M,1934-11-29,487 Hall Points Apt. 941,,,Cartermouth,VT,5282.0,,119.356.3416,(804)568-6988x4137,(229)449-0503x89318,E,tiffany65@greer.com,2018-05-01,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,2,456081719,734702989,Ms.,Amber,,Cruz,,F,1996-04-16,487 Hall Points Apt. 941,,,Cartermouth,VT,5282.0,,119.356.3416,+1-909-654-4839x185,(229)449-0503x89318,,vasquezpamela@chavez-price.com,2018-05-01,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,452514023,452514023,Dr.,Frederick,R,Jones,Jr.,M,1984-10-25,7511 Bryant Neck Apt. 666,,,Johnshire,AL,35767.0,,305.833.1313x188,144.654.4070x873,(237)520-5884,,francorachel@ramirez.com,2020-12-19,2030-06-30,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
